Role_ID,Degree,Department,Domain,Role_Name,Experience_Required,Work_Type,Industry,Job_Openings_Annual_India,Avg_Package_Fresher_LPA,Study_Hours_Per_Day,Roadmap_Duration_Months,Role_Description,Daily_Responsibilities,Why_This_Career_1,Why_This_Career_2,Why_This_Career_3,Why_This_Career_4,Why_This_Career_5,Core_Skill_1,Core_Skill_2,Core_Skill_3,Core_Skill_4,Important_Skill_1,Important_Skill_2,Important_Skill_3,Good_To_Have_Skill_1,Good_To_Have_Skill_2,Soft_Skill_1,Soft_Skill_2,Soft_Skill_3,Soft_Skill_4,Soft_Skill_5,Month_1_Focus,Month_2_Focus,Month_3_Focus,Month_4_Focus,Month_5_Focus,Month_6_Focus,Month_7_Focus,Month_8_Focus,Month_9_Focus,Month_10_Focus,Month_11_Focus,Month_12_Focus,Project_1,Project_2,Project_3,Project_4,Project_5,Project_6,Project_7,Free_Resource_1,Free_Resource_2,Free_Resource_3,Free_Resource_4,Paid_Course_1,Paid_Course_2,Paid_Course_3,Certification_1,Certification_2,Salary_Fresher_Min_INR,Salary_Fresher_Max_INR,Salary_Fresher_Avg_INR,Salary_Junior_Min_INR,Salary_Junior_Max_INR,Salary_Mid_Min_INR,Salary_Mid_Max_INR,Salary_Senior_Min_INR,Salary_Senior_Max_INR,Salary_Lead_Min_INR,Salary_Lead_Max_INR,USA_Entry_Min_USD,USA_Entry_Max_USD,USA_Mid_Min_USD,USA_Mid_Max_USD,USA_Senior_Min_USD,USA_Senior_Max_USD,UK_Entry_Min_GBP,UK_Entry_Max_GBP,UK_Mid_Min_GBP,UK_Mid_Max_GBP,Canada_Entry_Min_CAD,Canada_Entry_Max_CAD,Australia_Entry_Min_AUD,Australia_Entry_Max_AUD,Singapore_Entry_Min_SGD,Singapore_Entry_Max_SGD,Top_Company_1,Top_Company_2,Top_Company_3,Top_Company_4,Top_Company_5,Top_Company_6,Top_Company_7,Top_Company_8,Top_Company_9,Top_Company_10,Company_Category_1,Company_Category_2,Company_Category_3,Hiring_Demand_Level,Application_Strategy,Success_Rate_Percentage,Educational_Match_Score,Learning_Commitment_Score,Timeline_Realism_Score,Market_Demand_Score,Total_Score,Success_Tips_1,Success_Tips_2,Success_Tips_3,Success_Tips_4,Success_Tips_5,Risk_Factor_1,Risk_Factor_2,Risk_Factor_3,Career_Path_Year_0_2,Career_Path_Year_3_5,Career_Path_Year_6_8,Career_Path_Year_9_Plus,Career_Path_Year_12_Plus,Career_Path_Year_15_Plus,Career_Path_Year_18_Plus
R820,All Degrees,All Departments,Knowledge,Knowledge Management Specialist,3-6 years,Office,"Corporates, Consulting, KPO",2000,NA,NA,NA,A professional who manages organizational knowledge knowledge base and facilitates knowledge sharing and retention,Knowledge management | Knowledge base | Knowledge sharing | Documentation | Training | Best practices | Knowledge systems | Collaboration | Content management | Analytics,Knowledge Management: KM specialization,Good Salary: ?6-14 LPA starting ?16-35 LPA in 6 years,Strategic: Strategic knowledge role,All Sectors: Knowledge critical for all,Learning: Learning and development,Knowledge Management,Knowledge Base,Knowledge Sharing,Documentation,Training,Best Practices,Knowledge Systems,Content Management,Collaboration,Analytical Thinking,Communication,Organizational Skills,Knowledge Sharing,Systematic Thinking,3-6 years experience + knowledge management | KM systems,Knowledge Management System,Knowledge Base Creation,Knowledge Sharing Programs,Training & Best Practices,KM Success,,,,,,,,,,,,,,Knowledge Management Resources,,,,Knowledge Management Course,,,,,1400000,1100000,2200000,1600000,3500000,2400000,6000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Consulting,Corporates,KPO,Tech,All Sectors,,,,,,,,,,,73,,,,,,,,,,,,,,KM Associate (?4-9 LPA),KM Specialist (?6-14 LPA),Senior Specialist (?11-22 LPA),KM Manager (?16-35 LPA),KM Director (?24-60 LPA),,,
R821,MBA,Business Administration,Corporate,Corporate Development Manager,5-8 years,Office,"Corporates, Startups, M&A",1500,NA,NA,NA,A professional who drives corporate development M&A partnerships and strategic growth initiatives for organizations,Corporate development | M&A | Strategic partnerships | Due diligence | Deal execution | Business planning | Market analysis | Valuation | Integration | Stakeholder management,Corporate Development: Corp dev role,Excellent Salary: ?16-32 LPA starting ?32-70 LPA in 5 years,Strategic: Strategic corporate role,M&A: Mergers and acquisitions,High Growth: Growth companies,Corporate Development,M&A,Strategic Partnerships,Due Diligence,Deal Execution,Valuation,Business Planning,Market Analysis,Integration,Strategic Thinking,Analytical Thinking,Communication,Deal Making,Business Acumen,5-8 years strategy/IB/consulting + corporate development,Corporate Development Projects,M&A Deals (3+),Strategic Partnerships,Due Diligence,Corp Dev Success,,,,,,,,,,,,,,Corporate Development Resources,,,,Corporate Development Course,,,,,3200000,2200000,4500000,3200000,7000000,5000000,11500000,125000,190000,295000,,,,,,,,,,,,,,,,,Startups,Unicorns,Corporates,Tech,High Growth,,,,,,,,,,,70,,,,,,,,,,,,,,Strategy Manager (?12-22 LPA),Corp Dev Manager (?16-32 LPA),Senior Manager (?24-48 LPA),Corp Dev Head (?32-70 LPA),VP Corp Dev (?50-115 LPA),,,
R822,MBA,Business Administration,M&A,M&A Analyst,2-5 years,Office,"Investment Banking, M&A Advisory",1000,NA,NA,NA,A professional who analyzes M&A transactions conducts due diligence and supports M&A deal execution,M&A analysis | Due diligence | Financial modeling | Valuation | Deal execution support | Market research | Presentation | Documentation | Client support | Transaction coordination,M&A Career: M&A specialization,Excellent Salary: ?10-22 LPA starting ?28-65 LPA in 5 years,Investment Banking Adjacent: Related to IB,Strategic Finance: Strategic deals,High Learning: Steep learning,M&A Analysis,Due Diligence,Financial Modeling,Valuation,Deal Execution,Market Research,Excel Advanced,Presentation,Documentation,Analytical Thinking,Attention to Detail,Financial Acumen,Work Ethic,Communication,2-5 years IB/finance/consulting + M&A experience,M&A Deal Experience,Due Diligence Projects,Financial Modeling,Valuation Reports,M&A Analyst Success,,,,,,,,,,,,,,M&A Resources,,,,M&A Course,,,,,2200000,1800000,3600000,2800000,6500000,4500000,11000000,105000,158000,240000,,,,,,,,,,,,,,,,,Investment Banks,M&A Boutiques,Big 4,Advisory,M&A Firms,,,,,,,,,,,68,,,,,,,,,,,,,,M&A Analyst (?8-18 LPA),Senior Analyst (?14-26 LPA),M&A Manager (?20-42 LPA),M&A Lead (?28-65 LPA),M&A Director (?45-110 LPA),,,
R823,All Degrees,All Departments,Investor Relations,Investor Relations Associate,2-5 years,Office,"Listed Companies, Corporates",1000,NA,NA,NA,A professional who supports investor relations activities shareholder communication and investor engagement,Support investor relations | Shareholder communication | Investor presentations | Earnings support | Investor meetings | Annual reports | Analyst coordination | Market intelligence | Documentation | Stakeholder coordination,IR Support: Investor relations,Good Salary: ?7-16 LPA starting ?18-40 LPA in 5 years,Listed Companies: Public companies,Finance + Communication: Finance and comms,Strategic: Strategic communication,Investor Relations,Financial Communication,Shareholder Communication,Presentations,Analyst Relations,Documentation,Market Intelligence,Stakeholder Management,Communication,Communication,Financial Acumen,Attention to Detail,Presentation Skills,Integrity,2-5 years finance/comms + IR exposure,Investor Relations Support,Earnings Coordination,Investor Presentations,Analyst Relations,IR Associate Success,,,,,,,,,,,,,,Investor Relations Resources,,,,Investor Relations Course,,,,,1600000,1200000,2400000,1800000,4000000,2800000,6500000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Listed Companies,Corporates,Large Organizations,Public Companies,IR Firms,,,,,,,,,,,74,,,,,,,,,,,,,,IR Associate (?5-12 LPA),Senior Associate (?10-20 LPA),IR Manager (?16-32 LPA),IR Head (?18-40 LPA),VP IR (?28-65 LPA),,,
R824,MBA,Business Administration,Treasury,Treasury Analyst,2-5 years,Office,"Corporates, Banks, Treasury",2500,NA,NA,NA,A professional who supports treasury operations cash management liquidity and financial risk management activities,Support treasury operations | Cash management | Liquidity management | Forex | Banking coordination | Risk management support | Investment tracking | Reporting | Analysis | Documentation,Treasury Support: Treasury operations,Good Salary: ?7-16 LPA starting ?18-40 LPA in 5 years,Corporate Treasury: Treasury function,Finance Career: Corporate finance,Strategic: Treasury strategy,Treasury Operations,Cash Management,Liquidity Management,Forex,Banking,Risk Management,Investment,Analysis,Documentation,Analytical Thinking,Attention to Detail,Financial Acumen,Risk Awareness,Communication,2-5 years finance + treasury experience | CA helpful,Treasury Operations,Cash Management,Forex Management,Liquidity Analysis,Treasury Analyst Success,,,,,,,,,,,,,,Treasury Resources,,,,Treasury Management,,,,,1600000,1200000,2400000,1800000,4000000,2800000,6500000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Corporates,Banks,Treasury,MNCs,Finance,,,,,,,,,,,75,,,,,,,,,,,,,,Treasury Analyst (?5-12 LPA),Senior Analyst (?10-20 LPA),Treasury Manager (?16-32 LPA),Treasury Lead (?18-40 LPA),Treasurer (?28-65 LPA),,,
R825,B.E / B.Tech,Computer Science,Technical,Technical Writer,1-3 years,Office/Remote,"Software, Tech, Documentation",6000,NA,NA,NA,A professional who writes technical documentation API documentation user guides and help content for software,Write technical documentation | API documentation | User guides | Help content | Software documentation | Developer docs | Release notes | Collaboration | Tools (Markdown) | Publishing,Technical Writing: Tech documentation,Good Salary: ?5-12 LPA starting ?14-32 LPA in 6 years,Tech Sector: Software companies,Writing Career: Technical writing,Remote Friendly: Remote documentation work,Technical Writing,API Documentation,Software Documentation,User Guides,Markdown,Documentation Tools,Collaboration,Publishing,Technical Understanding,Writing Excellence,Technical Understanding,Attention to Detail,Communication,Learning Agility,1-3 years tech/writing + technical documentation | Software knowledge,Technical Documentation Portfolio,API Documentation,User Guides,Developer Documentation,Technical Writer Success,,,,,,,,,,,,,,Technical Writing Resources,,,,Technical Writing Course,,,,,1200000,900000,1800000,1400000,3200000,2200000,5500000,85000,128000,195000,,,,,,,,,,,,,,,,,Tech Companies,Software,SaaS,Product Companies,Documentation,,,,,,,,,,,76,,,,,,,,,,,,,,Technical Writer (?4-9 LPA),Senior Technical Writer (?7.5-15 LPA),Lead Technical Writer (?12-24 LPA),Documentation Manager (?14-32 LPA),Content Director (?22-55 LPA),,,
R826,All Degrees,All Departments,Copywriting,Copywriter,1-3 years,Office/Remote,"Advertising, Marketing, Agencies",5000,NA,NA,NA,A professional who writes advertising copy marketing content and creative content for brands and campaigns,Write advertising copy | Marketing content | Campaign content | Creative writing | Brand voice | Headlines | Social media copy | Email copy | Website copy | Collaboration,Copywriting: Advertising copywriting,Decent Salary: ?4-10 LPA starting ?12-26 LPA in 6 years,Creative: Creative writing,Advertising: Advertising industry,Brand Work: Work with brands,Copywriting,Creative Writing,Advertising,Brand Voice,Headlines,Social Media Copy,Email Copy,Collaboration,Creativity,Creativity,Writing Excellence,Communication,Adaptability,Brand Understanding,1-3 years writing/marketing + copywriting | Portfolio,Copywriting Portfolio,Campaign Content (10+),Brand Copy,Creative Writing,Copywriter Success,,,,,,,,,,,,,,Copywriting Resources,,,,Copywriting Course,,,,,1000000,700000,1500000,1200000,2600000,1800000,4200000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Advertising Agencies,Marketing,Brands,Digital Agencies,Creative,,,,,,,,,,,74,,,,,,,,,,,,,,Junior Copywriter (?3-7 LPA),Copywriter (?4-10 LPA),Senior Copywriter (?7-15 LPA),Creative Director (?12-26 LPA),Chief Creative Officer (?18-42 LPA),,,
R827,All Degrees,Design,UX Writing,UX Writer,2-5 years,Office/Remote,"Tech, Product Companies, UX",3000,NA,NA,NA,A professional who writes microcopy UX content and in-product text for digital products and user interfaces,Write UX copy | Microcopy | In-product text | User interface text | Error messages | Onboarding | UX collaboration | Content strategy | User-focused | Testing,UX Writing: UX content specialization,Good Salary: ?6-14 LPA starting ?16-38 LPA in 6 years,Product: Product companies,UX Focus: User experience content,Growing Field: UX writing emerging,UX Writing,Microcopy,User Interface Text,Content Strategy,UX Collaboration,User-Focused,Design Thinking,Testing,Empathy,Writing Excellence,User Empathy,Attention to Detail,Collaboration,Simplicity,2-5 years writing/UX + UX writing experience | Product understanding,UX Writing Portfolio,Product UX Copy,Microcopy Examples,UX Collaboration,UX Writer Success,,,,,,,,,,,,,,UX Writing Resources,,,,UX Writing Course,,,,,1400000,1100000,2200000,1600000,3800000,2400000,6500000,85000,128000,195000,,,,,,,,,,,,,,,,,Tech Companies,Product Companies,SaaS,Apps,UX,,,,,,,,,,,73,,,,,,,,,,,,,,UX Writer (?5-10 LPA),Senior UX Writer (?9-18 LPA),Lead UX Writer (?14-28 LPA),UX Content Lead (?16-38 LPA),Content Design Director (?24-65 LPA),,,
R828,All Degrees,All Departments,Translation,Professional Translator (Corporate),2-5 years,Office/Remote,"Translation Agencies, Corporates, Localization",4000,NA,NA,NA,A professional translator providing corporate translation services for documents contracts and business content,Corporate translation | Document translation | Contract translation | Business content | Quality translation | Proofreading | Localization | Terminology | CAT tools | Client deliverables,Translation Career: Professional translation,Good Salary: ?5-14 LPA starting ?16-35 LPA in 6 years,Language Skills: Use language expertise,Corporate: Corporate translation,Global: Work with global content,Translation,Language Fluency,Proofreading,Localization,CAT Tools,Terminology,Quality Control,Client Management,Cultural Understanding,Language Excellence,Attention to Detail,Cultural Sensitivity,Communication,Deadlines,Fluency in source & target languages + 2-5 years professional translation,Professional Translation Portfolio,Corporate Translation (100+ docs),Specialized Translation,Quality Standards,Translator Success,,,,,,,,,,,,,,Professional Translation Resources,,,,Professional Translation Course,,,Translation Certification,,500000,1400000,1000000,2200000,1600000,3500000,2400000,6000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Translation Agencies,Localization,Corporates,Global Companies,Language Services,,,,,,,,,,,75,,,,,,,,,,,,,,Translator (?4-10 LPA),Senior Translator (?8-16 LPA),Lead Translator (?14-26 LPA),Translation Manager (?16-35 LPA),Translation Director (?24-60 LPA),,
R829,All Degrees,All Departments,Interpretation,Interpreter,2-5 years,Office/Events,"Interpretation, Events, Conferences",2000,NA,NA,NA,A professional who provides simultaneous or consecutive interpretation for conferences meetings and events,Simultaneous interpretation | Consecutive interpretation | Conference interpretation | Meeting interpretation | Booth interpretation | Note-taking | Active listening | Language fluency | Cultural mediation | Professional ethics,Interpretation: Language interpretation,Good Income: ?6-20 LPA (event/day-based, variable),Language Skills: High-level language skills,Global Events: International conferences,Specialized: Interpretation expertise,Interpretation,Simultaneous Interpretation,Consecutive Interpretation,Active Listening,Note-Taking,Language Fluency,Cultural Knowledge,Professional Ethics,Quick Thinking,Language Excellence,Active Listening,Quick Thinking,Cultural Sensitivity,Concentration,High fluency + interpretation training + 2-5 years experience | Specialization,Interpretation Certification,Conference Interpretation (50+ events),Specialized Interpretation,Language Pairs,,,,,,,,,,,,,,Interpreter Success,,,,Interpretation Resources,Interpretation Course,,Interpretation Certification,,600000,2000000,1200000,3500000,2000000,5000000,3500000,8000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,International Events,UN,Conferences,Interpretation Agencies,Global Organizations,,,,,,,,,,,71,,,,,,,,,,,,,,Interpreter (?5-12 LPA),Senior Interpreter (?10-25 LPA),Conference Interpreter (?15-35 LPA),Chief Interpreter (?20-50 LPA),Renowned Interpreter (?35-80 LPA),,
R830,All Degrees,All Departments,Government,Government Relations Officer,3-6 years,Office,"Corporates, Industry Associations",2000,NA,NA,NA,A professional who manages government relations liaison and regulatory engagement for organizations,Government liaison | Regulatory engagement | Policy monitoring | Stakeholder management | Compliance | Advocacy | Government meetings | Representation | Documentation | Networking,Government Relations: Corporate govt affairs,Good Salary: ?8-18 LPA starting ?20-45 LPA in 5 years,Strategic: Strategic government engagement,Corporate: Corporate government relations,Relationship-Based: Build govt relationships,Government Relations,Regulatory Affairs,Policy Monitoring,Stakeholder Management,Compliance,Advocacy,Communication,Networking,Representation,Communication,Relationship Building,Networking,Strategic Thinking,Political Awareness,3-6 years corporate/govt + govt relations experience,Government Relations Management,Regulatory Engagement,Policy Advocacy,Stakeholder Management,GR Success,,,,,,,,,,,,,,Government Relations Resources,,,,Government Affairs Course,,,,,1800000,1400000,2600000,2000000,4500000,3200000,7500000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Corporates,Industry Associations,MNCs,Regulated Industries,Large Organizations,,,,,,,,,,,73,,,,,,,,,,,,,,GR Executive (?5-12 LPA),GR Officer (?8-18 LPA),Senior Officer (?14-26 LPA),GR Manager (?20-45 LPA),VP Government Affairs (?32-75 LPA),,,
R831,All Degrees,All Departments,Public Affairs,Public Affairs Manager,5-8 years,Office,"Corporates, PR Agencies",1500,NA,NA,NA,A professional who manages public affairs stakeholder engagement and public policy advocacy for organizations,Manage public affairs | Stakeholder engagement | Public policy advocacy | Communication | Media relations | Government engagement | CSR coordination | Reputation management | Issue management | Strategic planning,Public Affairs: Public affairs management,Excellent Salary: ?12-24 LPA starting ?24-55 LPA in 5 years,Strategic Communication: Strategic comms,Corporate: Corporate public affairs,Relationship-Based: Stakeholder relationships,Public Affairs,Stakeholder Engagement,Public Policy,Communication,Media Relations,Government Engagement,Reputation Management,Strategic Planning,Issue Management,Communication,Strategic Thinking,Relationship Building,Political Awareness,Integrity,5-8 years communications/PR + public affairs experience,Public Affairs Management,Stakeholder Engagement,Policy Advocacy,Reputation Management,Public Affairs Success,,,,,,,,,,,,,,Public Affairs Resources,,,,Public Affairs Course,,,,,2400000,1800000,3600000,2400000,5500000,3800000,9500000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Corporates,PR Agencies,MNCs,Advocacy,Large Organizations,,,,,,,,,,,72,,,,,,,,,,,,,,Public Affairs Officer (?8-16 LPA),Public Affairs Manager (?12-24 LPA),Senior Manager (?18-36 LPA),Public Affairs Head (?24-55 LPA),VP Public Affairs (?38-95 LPA),,,
R832,MBA,Business Administration,Internal Audit,Internal Auditor,2-5 years,Office,"All Corporates, Internal Audit",6000,NA,NA,NA,A professional who conducts internal audits assesses controls and ensures compliance and risk management,Conduct internal audits | Risk assessment | Control evaluation | Compliance audits | Process audits | Audit reporting | Recommendations | Follow-up | Documentation | Stakeholder communication,Internal Audit: Internal audit career,Good Salary: ?6-14 LPA starting ?16-38 LPA in 6 years,All Sectors: Universal need for IA,CA Track: CA advantage,Risk & Compliance: Risk and compliance,Internal Auditing,Risk Assessment,Control Evaluation,Compliance,Audit Reporting,Process Understanding,Documentation,Analytical Skills,Communication,Analytical Thinking,Attention to Detail,Integrity,Communication,Skepticism,CA/MBA + 2-5 years audit experience | Internal audit,Internal Audit Experience,Risk Assessment,Process Audits,Audit Reports (20+),Internal Auditor Success,,,,,,,,,,,,,,Internal Audit Resources,,,,Internal Audit Course,CIA (Certified Internal Auditor),,,,1400000,1100000,2200000,1600000,3800000,2400000,6500000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Corporates,All Sectors,Big 4,Internal Audit,Listed Companies,,,,,,,,,,,76,,,,,,,,,,,,,,Internal Auditor (?5-10 LPA),Senior Auditor (?9-18 LPA),Audit Manager (?14-28 LPA),Chief Internal Auditor (?16-38 LPA),Audit Director (?24-65 LPA),,,
R833,CA,Audit,Audit,Statutory Auditor,3-6 years,Office,"Audit Firms, CA Firms",8000,NA,NA,NA,A professional CA who conducts statutory audits of companies ensuring financial statement compliance (CA mandatory),Conduct statutory audits | Financial statement audits | Compliance verification | Audit planning | Fieldwork | Audit reporting | Client management | Regulatory compliance | Quality | Documentation,Statutory Audit: Statutory auditing,Good Salary: ?8-18 LPA starting ?20-45 LPA in 5 years,CA Practice: CA audit practice,Mandatory: Statutory audit mandatory,All Companies: All companies need audit,Statutory Auditing,Financial Statement Audit,Compliance,Audit Planning,Fieldwork,Audit Reporting,Client Management,Regulatory Knowledge,Quality,Analytical Thinking,Attention to Detail,Integrity,Client Management,Technical Knowledge,CA + 3-6 years audit practice | Statutory audits,Statutory Audit Practice,Company Audits (50+ companies),Audit Reports,Compliance Verification,Statutory Auditor Success,,,,,,,,,,,,,,Statutory Audit Resources,,,,Statutory Audit Course,CA (Mandatory),,,,1800000,1400000,2600000,2000000,4500000,3200000,7500000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,CA Firms,Audit Firms,Big 4,Medium Firms,CA Practice,,,,,,,,,,,77,,,,,,,,,,,,,,Audit Senior (?6-12 LPA),Statutory Auditor (?8-18 LPA),Audit Manager (?14-26 LPA),Audit Partner (?20-45 LPA),Senior Partner (?32-75 LPA),,,
R834,CA,Tax,GST,GST Consultant,2-5 years,Office,"Tax Firms, CA Firms, Corporates",8000,NA,NA,NA,A professional who provides GST consulting compliance and advisory services to businesses (CA preferred),GST consulting | GST compliance | GST returns | GST advisory | Input tax credit | GST audits | Registration | Refunds | Litigation support | Client management,GST Career: GST specialization,Good Salary: ?6-14 LPA starting ?16-35 LPA in 6 years,Tax: Taxation career,High Demand: GST compliance essential,CA Preferred: CA advantage,GST,Tax Compliance,GST Returns,GST Advisory,Input Tax Credit,GST Audits,Registration,Client Management,Communication,Analytical Thinking,GST Knowledge,Attention to Detail,Client Focus,Problem Solving,CA OR 2-5 years tax + GST expertise | GST compliance,GST Consulting Practice,GST Compliance (50+ clients),GST Returns,Advisory Projects,GST Consultant Success,,,,,,,,,,,,,,GST Resources,,,,GST Course,,,,,1400000,1100000,2200000,1600000,3500000,2400000,6000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Tax Firms,CA Firms,Corporates,Consulting,GST Practice,,,,,,,,,,,76,,,,,,,,,,,,,,GST Executive (?4-9 LPA),GST Consultant (?6-14 LPA),Senior Consultant (?11-22 LPA),GST Manager (?16-35 LPA),Tax Partner (?24-60 LPA),,,
R835,CA,Tax,Income Tax,Income Tax Consultant,2-5 years,Office,"Tax Firms, CA Firms",10000,NA,NA,NA,A professional who provides income tax consulting tax planning and compliance services (CA preferred),Income tax consulting | Tax planning | ITR filing | Tax advisory | Tax assessments | Appeals | Tax audits | Client management | Tax optimization | Documentation,Income Tax: Income tax practice,Good Salary: ?6-14 LPA starting ?16-35 LPA in 6 years,Tax Career: Taxation specialization,Universal Need: Everyone needs tax help,CA Preferred: CA advantage,Income Tax,Tax Planning,ITR Filing,Tax Advisory,Tax Assessments,Appeals,Tax Audits,Client Management,Tax Optimization,Analytical Thinking,Tax Knowledge,Attention to Detail,Client Focus,Integrity,CA OR 2-5 years tax + income tax expertise,Income Tax Practice,Tax Planning (50+ clients),ITR Filing,Tax Advisory,Income Tax Consultant Success,,,,,,,,,,,,,,Income Tax Resources,,,,Income Tax Course,,,,,1400000,1100000,2200000,1600000,3500000,2400000,6000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Tax Firms,CA Firms,Tax Practice,Consulting,Individual Practice,,,,,,,,,,,77,,,,,,,,,,,,,,Tax Executive (?4-9 LPA),Income Tax Consultant (?6-14 LPA),Senior Consultant (?11-22 LPA),Tax Manager (?16-35 LPA),Tax Partner (?24-60 LPA),,,
R836,CA,Accounting,Accounting,Chartered Accountant (Practice),0-5 years,Office/Self,"CA Practice, Self-Employed",Variable,0,NA,NA,A qualified CA who practices independently providing accounting audit tax and advisory services to clients,CA practice | Accounting services | Audit | Taxation | Advisory | Client acquisition | Compliance | Business consulting | Financial services | Practice management,CA Practice: Independent CA practice,Variable Income: ?6-30+ LPA (practice-based, highly variable),Professional: Professional practice,Diverse: Accounting, audit, tax, advisory,Independence: Independent practice,Accounting,Auditing,Taxation,Advisory,Client Management,Business Consulting,Practice Management,Professional Ethics,Regulatory Knowledge,Analytical Thinking,Client Focus,Integrity,Business Development,Professional Ethics,CA qualification + practice setup + client acquisition,CA Practice Setup,,,,,,,,,,,,,,Client Portfolio (20+ clients),,,,Service Delivery,Practice Growth,CA Practice Success,CA Practice Resources,CA Practice Management,3000000,1500000,6000000,3000000,10000000,6000000,20000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Self-Employed,CA Practice,Independent,Professional Services,CA Firms,,,,,,,,,,,70,,,,,,,,,,,,,,CA (Practice) (?6-18 LPA),Established CA (?15-60 LPA),CA Firm Partner (?30-100 LPA),Senior CA (?60-200+ LPA),,,,
R837,CS,Company Secretarial,Company Secretary,Company Secretary (Practice),0-5 years,Office/Self,"CS Practice, Self-Employed",Variable,0,NA,NA,A qualified CS who practices independently providing company secretarial compliance and corporate governance services,CS practice | Company secretarial | Corporate governance | Compliance | ROC filings | Board support | Legal services | Client management | Advisory | Practice management,CS Practice: Independent CS practice,Variable Income: ?5-25 LPA (practice-based, variable),Professional: Professional CS practice,Governance: Corporate governance,Independence: Independent practice,Company Secretarial,Corporate Governance,Compliance,ROC Filings,Board Support,Legal Services,Client Management,Advisory,Practice Management,Analytical Thinking,Integrity,Attention to Detail,Client Focus,Regulatory Knowledge,CS qualification + practice setup + client acquisition,CS Practice Setup,Client Portfolio (15+ clients),Compliance Services,Practice Growth,,,,,,,,,,,,,,CS Practice Success,,,,CS Practice Resources,CS Practice Management,,,,2500000,1200000,5000000,2500000,8000000,5000000,15000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Self-Employed,CS Practice,Independent,Professional Services,CS Firms,,,,,,,,,,,71,,,,,,,,,,,,,,CS (Practice) (?5-15 LPA),Established CS (?12-50 LPA),CS Firm Partner (?25-80 LPA),Senior CS (?50-150 LPA),,,,
R838,CMA,Cost Accounting,CMA,Cost & Management Accountant (Practice),0-5 years,Office/Self,"CMA Practice, Self-Employed",Variable,0,NA,NA,A qualified CMA who practices independently providing cost accounting management accounting and advisory services,CMA practice | Cost accounting | Management accounting | Cost audits | Advisory | Client management | Compliance | Financial services | Business consulting | Practice management,CMA Practice: Independent CMA practice,Variable Income: ?5-20 LPA (practice-based, variable),Professional: Professional CMA practice,Cost Management: Cost and management accounting,Independence: Independent practice,Cost Accounting,Management Accounting,Cost Audits,Advisory,Client Management,Business Consulting,Compliance,Practice Management,Financial Analysis,Analytical Thinking,Cost Management,Client Focus,Business Acumen,Integrity,CMA qualification + practice setup + client acquisition,CMA Practice Setup,Client Portfolio (15+ clients),Cost Audit Services,Practice Growth,,,,,,,,,,,,,,CMA Practice Success,,,,CMA Practice Resources,CMA Practice Management,,,,2000000,1000000,4000000,2000000,6000000,4000000,12000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Self-Employed,CMA Practice,Independent,Professional Services,Cost Firms,,,,,,,,,,,72,,,,,,,,,,,,,,CMA (Practice) (?5-12 LPA),Established CMA (?10-40 LPA),CMA Firm Partner (?20-60 LPA),Senior CMA (?40-120 LPA),,,,
R839,LLB,Law,Litigation,Advocate (Litigation),0-5 years,Court/Chamber,"Legal Practice, Courts",Variable,0,NA,NA,A professional advocate who practices litigation representing clients in courts and tribunals,Legal practice | Court appearances | Litigation | Client representation | Legal research | Drafting | Arguments | Case management | Client acquisition | Chamber management,Legal Practice: Advocate practice,Variable Income: ?3-20+ LPA (case-based, highly variable),Law Career: Legal profession,Court Work: Court litigation,Independence: Independent practice,Litigation,Court Appearances,Legal Research,Drafting,Arguments,Case Management,Client Representation,Legal Knowledge,Client Acquisition,Analytical Thinking,Communication,Legal Knowledge,Confidence,Client Focus,LLB + Bar enrollment + court practice + client acquisition,Legal Practice Setup,Court Appearances (100+ hearings),Case Management (20+ cases),Client Portfolio,,,,,,,,,,,,,,Litigation Success,,,,Legal Practice Resources,Litigation Practice,,,,2000000,800000,4000000,2000000,8000000,5000000,15000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Self-Employed,Legal Practice,Courts,Law Chambers,Independent,,,,,,,,,,,65,,,,,,,,,,,,,,Junior Advocate (?3-10 LPA),Advocate (?5-20 LPA),Senior Advocate (?15-40 LPA),Established Advocate (?20-80 LPA),Renowned Advocate (?50-200+ LPA),,,
